,Country,Original Station Number,Original Station Name,Path to original data,Latitude,Longitude,Elevation,Number of records,Percent missing data,Original Timestep,Original Units,Daylight Saving info,No data value,Resolution,Other,height,height units,file,header_lines,units,ID,Start,End,timezone,timestep,utc_offset,Inferred_timezone,End_time,Start_time,Distance
AU_63039,Australia,63039,KATOOMBA (MURRI ST),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor63039_999999998752763.txt,-33.7122,150.3087,1015m,436309,26.54,5min,mm,,-999.0,0.0, Changed LST,1015.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_63039.txt,21,mm,AU_63039,1965062212,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-03-31 14:00:00+00:00,1965-06-22 02:00:00+00:00,80397.85004319811
AU_67113,Australia,67113,PENRITH LAKES AWS,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor67113_999999998752763.txt,-33.7195,150.6783,24.7m,159178,29.57,5min,mm,,-999.0,0.0, Changed LST,24.7,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_67113.txt,21,mm,AU_67113,1996120415,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-01-31 14:00:00+00:00,1996-12-04 05:00:00+00:00,62912.90807198365
AU_68076,Australia,68076,NOWRA RAN AIR STATION,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor68076_999999998752763.txt,-34.9449,150.545,109m,293577,34.14,5min,mm,,-999.0,0.0, Changed LST,109.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_68076.txt,21,mm,AU_68076,1964080516,1998020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,1998-01-31 14:00:00+00:00,1964-08-05 06:00:00+00:00,81528.21999542552
AU_61351,Australia,61351,PEATS RIDGE (WARATAH ROAD),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor61351_999999998752763.txt,-33.3102,151.2445,280m,256351,7.14,5min,mm,,-999.0,0.0, Changed LST,280.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_61351.txt,21,mm,AU_61351,1981100318,2011010100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2010-12-31 14:00:00+00:00,1981-10-03 08:00:00+00:00,111032.68424913104
AU_63293,Australia,63293,OBERON (JENOLAN CAVES ROAD),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor63293_999999998752763.txt,-33.74,149.8822,1190m,111672,24.77,5min,mm,,-999.0,0.0, Changed LST,1190.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_63293.txt,21,mm,AU_63293,1993010401,2005100100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2005-09-30 14:00:00+00:00,1993-01-03 15:00:00+00:00,108494.45546248372
AU_67035,Australia,67035,LIVERPOOL(WHITLAM CENTRE),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor67035_999999998752763.txt,-33.9272,150.9128,20m,324194,11.66,5min,mm,,-999.0,0.0, Changed LST,20.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_67035.txt,21,mm,AU_67035,1965010623,2002010100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2001-12-31 14:00:00+00:00,1965-01-06 13:00:00+00:00,37356.07113970586
AU_68131,Australia,68131,PORT KEMBLA (BSL CENTRAL LAB),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor68131_999999998752763.txt,-34.4674,150.8813,9m,457904,23.62,5min,mm,,-999.0,0.0, Changed LST,9.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_68131.txt,21,mm,AU_68131,1963050617,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-07-31 14:00:00+00:00,1963-05-06 07:00:00+00:00,22736.737901214416
AU_68151,Australia,68151,JERVIS BAY (POINT PERPENDICULAR AWS),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor68151_999999998752763.txt,-35.0936,150.8049,85m,109334,9.06,5min,mm,,-999.0,0.01, Changed LST,85.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_68151.txt,21,mm,AU_68151,2001101011,2014040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2014-03-31 14:00:00+00:00,2001-10-10 01:00:00+00:00,92421.36613101486
AU_68241,Australia,68241,ALBION PARK (WOLLONGONG AIRPORT),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor68241_999999998752763.txt,-34.5638,150.79,8m,123508,24.49,5min,mm,,-999.0,0.01, Changed LST,8.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_68241.txt,21,mm,AU_68241,2001052821,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,2001-05-28 11:00:00+00:00,34324.54138406673
AU_70080,Australia,70080,TARALGA POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor70080_999999998752763.txt,-34.4048,149.8197,845m,333447,40.55,5min,mm,,-999.0,0.0, Changed LST,845.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_70080.txt,21,mm,AU_70080,1977061610,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,1977-06-16 00:00:00+00:00,98384.89592579105
AU_61211,Australia,61211,COLO HEIGHTS (MOUNTAIN PINES),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor61211_999999998752763.txt,-33.3588,150.7058,320m,455473,10.88,5min,mm,,-999.0,0.0, Changed LST,320.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_61211.txt,21,mm,AU_61211,1962111600,2014110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2014-10-31 14:00:00+00:00,1962-11-15 14:00:00+00:00,101454.2634446562
AU_66037,Australia,66037,SYDNEY AIRPORT AMO,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor66037_999999998752763.txt,-33.9465,151.1731,6m,459351,7.28,5min,mm,,-999.0,0.0, Changed LST,6.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_66037.txt,21,mm,AU_66037,1962070710,2014120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2014-11-30 14:00:00+00:00,1962-07-07 00:00:00+00:00,44555.920675310124
AU_70012,Australia,70012,BUNGONIA (INVERARY PARK),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor70012_999999998752763.txt,-34.8996,149.9709,650m,439375,26.78,5min,mm,,-999.0,0.0, Changed LST,650.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_70012.txt,21,mm,AU_70012,1965051618,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,1965-05-16 08:00:00+00:00,108976.31937697921
AU_66124,Australia,66124,PARRAMATTA NORTH (MASONS DRIVE),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor66124_999999998752763.txt,-33.7917,151.0181,55m,267461,3.25,5min,mm,,-999.0,0.0, Changed LST,55.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_66124.txt,21,mm,AU_66124,1984122520,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,1984-12-25 10:00:00+00:00,53868.827066145466
AU_66184,Australia,66184,MOSMAN COUNCIL,B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor66184_999999998752763.txt,-33.834,151.2484,85m,267001,41.37,5min,mm,,-999.0,0.0, Changed LST,85.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_66184.txt,21,mm,AU_66184,1984091400,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-02-28 14:00:00+00:00,1984-09-13 14:00:00+00:00,58718.02131843573
AU_68117,Australia,68117,ROBERTSON (ST.ANTHONYS),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor68117_999999998752763.txt,-34.59,150.6085,760m,373906,19.68,5min,mm,,-999.0,0.0, Changed LST,760.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_68117.txt,21,mm,AU_68117,1962110415,2005070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2005-06-30 14:00:00+00:00,1962-11-04 05:00:00+00:00,43817.050062530536
AU_066195,Australia,66195,SYDNEY OLYMPIC PARK (SYDNEY OLYMPIC PK (,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066195_999999998747787.txt,-33.8521,151.0646,28.0m,111668,52.35,1min,mm,,-999.0,0.2, Changed CET,28.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066195.txt,21,mm,AU_066195,1998120417,2011083112,CET,1hr,0 days 10:00:00,Australia/Sydney,2011-08-31 02:00:00+00:00,1998-12-04 07:00:00+00:00,48772.34232149845
AU_066212,Australia,66212,SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066212_999999998747787.txt,-33.8338,151.0718,4.0m,34791,7.47,1min,mm,,-999.0,0.2, Changed CET,4.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066212.txt,21,mm,AU_066212,2011083119,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-08-31 09:00:00+00:00,50906.3115875814
AU_068192,Australia,68192,CAMDEN AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068192_999999998747787.txt,-34.039,150.689,73.9m,43600,3.74,1min,mm,,-999.0,0.2, Changed CET,73.9,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068192.txt,21,mm,AU_068192,2010082918,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-08-29 08:00:00+00:00,30147.326199576266
AU_067113,Australia,67113,PENRITH LAKES AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_067113_999999998747787.txt,-33.7195,150.6783,24.7m,146465,36.38,1min,mm,,-999.0,0.2, Changed CET,24.7,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_067113.txt,21,mm,AU_067113,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00,62912.90807198365
AU_067105,Australia,67105,RICHMOND RAAF,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_067105_999999998747787.txt,-33.6004,150.7761,19.0m,146465,43.42,1min,mm,,-999.0,0.2, Changed CET,19.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_067105.txt,21,mm,AU_067105,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00,74007.96654843057
AU_070330,Australia,70330,GOULBURN AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_070330_999999998747787.txt,-34.8085,149.7312,640.0m,43240,10.53,1min,mm,,-999.0,0.2, Changed CET,640.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_070330.txt,21,mm,AU_070330,2010091318,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-09-13 08:00:00+00:00,121217.57108667004
AU_067108,Australia,67108,BADGERYS CREEK AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_067108_999999998747787.txt,-33.8969,150.7281,81.2m,146465,45.04,1min,mm,,-999.0,0.2, Changed CET,81.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_067108.txt,21,mm,AU_067108,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00,42760.28398874314
AU_068239,Australia,68239,MOSS VALE AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068239_999999998747787.txt,-34.5253,150.4217,678.4m,43245,9.76,1min,mm,,-999.0,0.2, Changed CET,678.4,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068239.txt,21,mm,AU_068239,2010091313,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-09-13 03:00:00+00:00,50866.28380674523
AU_068228,Australia,68228,BELLAMBI AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068228_999999998747787.txt,-34.3691,150.9291,10.0m,146465,39.73,1min,mm,,-999.0,0.2, Changed CET,10.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068228.txt,21,mm,AU_068228,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00,12830.587091363144
AU_068072,Australia,68072,NOWRA RAN AIR STATION AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068072_999999998747787.txt,-34.9469,150.5353,109.0m,32756,4.97,1min,mm,,-999.0,0.2, Changed CET,109.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068072.txt,21,mm,AU_068072,2011112414,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-11-24 04:00:00+00:00,82067.79942996816
AU_061425,Australia,61425,GOSFORD AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_061425_999999998747787.txt,-33.4351,151.3614,7.0m,19392,0.53,1min,mm,,-999.0,0.2, Changed CET,7.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_061425.txt,21,mm,AU_061425,2013060310,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2013-06-03 00:00:00+00:00,102220.05401252356
AU_068242,Australia,68242,KIAMA (BOMBO HEADLAND),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068242_999999998747787.txt,-34.6532,150.8609,15.5m,43051,4.34,1min,mm,,-999.0,0.2, Changed CET,15.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068242.txt,21,mm,AU_068242,2010092115,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-09-21 05:00:00+00:00,43359.97866703915
AU_068241,Australia,68241,ALBION PARK (WOLLONGONG AIRPORT),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068241_999999998747787.txt,-34.5638,150.79,8.0m,38296,5.89,1min,mm,,-999.0,0.2, Changed CET,8.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068241.txt,21,mm,AU_068241,2011040718,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2011-04-07 08:00:00+00:00,34324.54138406673
AU_066137,Australia,66137,BANKSTOWN AIRPORT AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066137_999999998747787.txt,-33.9181,150.9864,6.5m,146465,39.77,1min,mm,,-999.0,0.2, Changed CET,6.5,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066137.txt,21,mm,AU_066137,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00,39561.39351247277
AU_066059,Australia,66059,TERREY HILLS AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066059_999999998747787.txt,-33.6908,151.2253,199.0m,66861,3.99,1min,mm,,-999.0,0.2, Changed CET,199.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066059.txt,21,mm,AU_066059,2008010313,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2008-01-03 03:00:00+00:00,71198.47241132228
AU_061087,Australia,61087,GOSFORD (NARARA RESEARCH STATION) AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_061087_999999998747787.txt,-33.3949,151.3289,20.0m,16509,15.62,1min,mm,,-999.0,0.2, Changed CET,20.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_061087.txt,21,mm,AU_061087,2011071213,2013053009,CET,1hr,0 days 10:00:00,Australia/Sydney,2013-05-29 23:00:00+00:00,2011-07-12 03:00:00+00:00,105006.1267830947
AU_061375,Australia,61375,MANGROVE MOUNTAIN AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_061375_999999998747787.txt,-33.2894,151.2107,305.0m,48285,2.18,1min,mm,,-999.0,0.2, Changed CET,305.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_061375.txt,21,mm,AU_061375,2010021513,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-02-15 03:00:00+00:00,112324.16441738578
AU_066194,Australia,66194,CANTERBURY RACECOURSE AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066194_999999998747787.txt,-33.9057,151.1134,3.0m,146465,41.29,1min,mm,,-999.0,0.2, Changed CET,3.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066194.txt,21,mm,AU_066194,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00,45282.55566741648
AU_066037,Australia,66037,SYDNEY AIRPORT AMO,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066037_999999998747787.txt,-33.9465,151.1731,6.0m,146465,32.49,1min,mm,,-999.0,0.2, Changed CET,6.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066037.txt,21,mm,AU_066037,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00,44555.920675310124
AU_069128,Australia,69128,NERRIGA AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_069128_999999998747787.txt,-35.1103,150.0826,622.0m,18960,2.46,1min,mm,,-999.0,0.2, Changed CET,622.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_069128.txt,21,mm,AU_069128,2013062110,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2013-06-21 00:00:00+00:00,118817.91756511084
AU_066062,Australia,66062,SYDNEY (OBSERVATORY HILL),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066062_999999998747787.txt,-33.8607,151.205,39.0m,146465,43.49,1min,mm,,-999.0,0.2, Changed CET,39.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066062.txt,21,mm,AU_066062,1998120417,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,1998-12-04 07:00:00+00:00,53986.155710916835
AU_067117,Australia,67117,HOLSWORTHY CONTROL RANGE,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_067117_999999998747787.txt,-33.9795,150.9254,40.0m,138164,44.64,1min,mm,,-999.0,0.2, Changed CET,40.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_067117.txt,21,mm,AU_067117,1998120417,2014090812,CET,1hr,0 days 10:00:00,Australia/Sydney,2014-09-08 02:00:00+00:00,1998-12-04 07:00:00+00:00,31734.12155222712
AU_068257,Australia,68257,CAMPBELLTOWN (MOUNT ANNAN),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068257_999999998747787.txt,-34.0615,150.7735,112.0m,66837,10.5,1min,mm,,-999.0,0.2, Changed CET,112.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068257.txt,21,mm,AU_068257,2008010413,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2008-01-04 03:00:00+00:00,24180.691338218225
AU_063292,Australia,63292,MOUNT BOYCE AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_063292_999999998747787.txt,-33.6185,150.2741,1080.0m,42861,9.67,1min,mm,,-999.0,0.2, Changed CET,1080.0,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_063292.txt,21,mm,AU_063292,2010092913,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2010-09-29 03:00:00+00:00,90491.63824497671
AU_068262,Australia,68262,HIGH RANGE AWS (WANGANDERRY),B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_068262_999999998747787.txt,-34.3335,150.267,813.6m,9954,1.45,1min,mm,,-999.0,0.2, Changed CET,813.6,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_068262.txt,21,mm,AU_068262,2014070116,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2014-07-01 06:00:00+00:00,56524.33788964237
AU_066161,Australia,66161,HOLSWORTHY AERODROME AWS,B:/INTENSE data/Original data/Australia/AWS 1min_NSW.zip/HD01D_Data_066161_999999998747787.txt,-33.9925,150.9489,68.2m,26015,4.51,1min,mm,,-999.0,0.2, Changed CET,68.2,m,/g/data/ua8/Precipitation/GSDR/aus1min_postqc/AU_066161.txt,21,mm,AU_066161,2012083111,2015082009,CET,1hr,0 days 10:00:00,Australia/Sydney,2015-08-19 23:00:00+00:00,2012-08-31 01:00:00+00:00,30715.697535452015
