,Country,Original Station Number,Original Station Name,Path to original data,Latitude,Longitude,Elevation,Number of records,Percent missing data,Original Timestep,Original Units,Daylight Saving info,No data value,Resolution,Other,height,height units,file,header_lines,units,ID,Start,End,timezone,timestep,utc_offset,Inferred_timezone,End_time,Start_time,Distance
AU_40584,Australia,40584,HINZE DAM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40584_999999998752738.txt,-28.0481,153.2875,110.7m,355233,7.92,5min,mm,,-999.0,0.0, Changed LST,110.7,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40584.txt,21,mm,AU_40584,1974092116,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-03-31 14:00:00+00:00,1974-09-21 06:00:00+00:00,88408.90330163538
AU_40537,Australia,40537,DUNWICH,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40537_999999998752738.txt,-27.4973,153.4078,17m,274080,23.95,5min,mm,,-999.0,0.0, Changed LST,17.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40537.txt,21,mm,AU_40537,1984012401,2015050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-04-30 14:00:00+00:00,1984-01-23 15:00:00+00:00,86679.3015132091
AU_58158,Australia,58158,MURWILLUMBAH (BRAY PARK),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor58158_999999998752763.txt,-28.3395,153.3809,8m,374332,7.07,5min,mm,,-999.0,0.0, Changed LST,8.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_58158.txt,21,mm,AU_58158,1972101621,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,1972-10-16 11:00:00+00:00,115897.16885800062
AU_40460,Australia,40460,MOUNT COTTON FARM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40460_999999998752738.txt,-27.6081,153.2381,56m,378718,11.71,5min,mm,,-999.0,0.0, Changed LST,56.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40460.txt,21,mm,AU_40460,1971111903,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-01-31 14:00:00+00:00,1971-11-18 17:00:00+00:00,69011.894071994
AU_40715,Australia,40715,SHAILER PARK OREGON DRVE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40715_999999998752738.txt,-27.6473,153.1718,32m,228149,11.91,5min,mm,,-999.0,0.0, Changed LST,32.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40715.txt,21,mm,AU_40715,1989012120,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-01-31 14:00:00+00:00,1989-01-21 10:00:00+00:00,62607.60781024444
AU_40308,Australia,40308,MT GLORIOUS FAHEY RD,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40308_999999998752738.txt,-27.3342,152.7717,618m,416229,11.13,5min,mm,,-999.0,0.0, Changed LST,618.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40308.txt,21,mm,AU_40308,1968010604,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,1968-01-05 18:00:00+00:00,38072.26551391713
AU_40717,Australia,40717,COOLANGATTA,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40717_999999998752738.txt,-28.1681,153.5053,4m,103695,10.4,5min,mm,,-999.0,0.01, Changed LST,4.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40717.txt,21,mm,AU_40717,2003050210,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-02-28 14:00:00+00:00,2003-05-02 00:00:00+00:00,113600.04892426757
AU_40178,Australia,40178,RATHDOWNEY POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40178_999999998752738.txt,-28.2111,152.865,101m,434092,19.63,5min,mm,,-999.0,0.0, Changed LST,101.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40178.txt,21,mm,AU_40178,1965112221,2015060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-05-31 14:00:00+00:00,1965-11-22 11:00:00+00:00,74140.08321936634
AU_40282,Australia,40282,NAMBOUR DPI,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40282_999999998752738.txt,-26.6431,152.9392,32.5m,481366,12.52,5min,mm,,-999.0,0.0, Changed LST,32.5,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40282.txt,21,mm,AU_40282,1954010203,2008120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2008-11-30 14:00:00+00:00,1954-01-01 17:00:00+00:00,114040.89848553618
AU_40063,Australia,40063,DAYBORO POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40063_999999998752738.txt,-27.1967,152.8244,68m,256808,6.39,5min,mm,,-999.0,0.0, Changed LST,68.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40063.txt,21,mm,AU_40063,1969041417,1998080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,1998-07-31 14:00:00+00:00,1969-04-14 07:00:00+00:00,53608.51104194314
AU_40102,Australia,40102,JIMNA COMPOSITE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40102_999999998752738.txt,-26.6639,152.4608,513m,244864,11.91,5min,mm,,-999.0,0.0, Changed LST,513.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40102.txt,21,mm,AU_40102,1972022509,2000020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2000-01-31 14:00:00+00:00,1972-02-24 23:00:00+00:00,104898.48517306702
AU_40004,Australia,40004,AMBERLEY AMO,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40004_999999998752738.txt,-27.6297,152.7111,24.2m,467544,6.51,5min,mm,,-999.0,0.0, Changed LST,24.2,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40004.txt,21,mm,AU_40004,1961100101,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-01-31 14:00:00+00:00,1961-09-30 15:00:00+00:00,17156.616749770776
AU_40854,Australia,40854,LOGAN CITY WATER TREATMENT PLANT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40854_999999998752738.txt,-27.6839,153.1947,14m,199295,4.69,5min,mm,,-999.0,0.0, Changed LST,14.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40854.txt,21,mm,AU_40854,1992100502,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,1992-10-04 16:00:00+00:00,65249.710829673255
AU_40863,Australia,40863,ORMEAU (STEWARTS RD),B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40863_999999998752738.txt,-27.7914,153.2739,20m,60558,12.88,5min,mm,,-999.0,0.01, Changed LST,20.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40863.txt,21,mm,AU_40863,1998070419,2005060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2005-05-31 14:00:00+00:00,1998-07-04 09:00:00+00:00,75280.60990863027
AU_56022,Australia,56022,LEGUME (NEW KOREELAH),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor56022_999999998752763.txt,-28.4622,152.3506,385m,371031,13.99,5min,mm,,-999.0,0.0, Changed LST,385.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_56022.txt,21,mm,AU_56022,1973040310,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-07-31 14:00:00+00:00,1973-04-03 00:00:00+00:00,96458.07558609758
AU_40677,Australia,40677,MAROON DAM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40677_999999998752738.txt,-28.1752,152.6557,231m,329394,4.93,5min,mm,,-999.0,0.0, Changed LST,231.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40677.txt,21,mm,AU_40677,1977120207,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,1977-12-01 21:00:00+00:00,63897.39557455679
AU_58113,Australia,58113,GREEN PIGEON (MORNING VIEW),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor58113_999999998752763.txt,-28.4738,153.0861,210m,328221,19.62,5min,mm,,-999.0,0.0, Changed LST,210.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_58113.txt,21,mm,AU_58113,1978012004,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,1978-01-19 18:00:00+00:00,109998.44849234936
AU_40674,Australia,40674,MT STANLEY STATION,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40674_999999998752738.txt,-26.6614,152.2003,219m,332216,16.46,5min,mm,,-999.0,0.0, Changed LST,219.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40674.txt,21,mm,AU_40674,1977080617,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-06-30 14:00:00+00:00,1977-08-06 07:00:00+00:00,110131.86099176022
AU_40425,Australia,40425,DAYBORO STRONG ROAD,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40425_999999998752738.txt,-27.2178,152.8425,70m,96347,26.38,5min,mm,,-999.0,0.0, Changed LST,70.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40425.txt,21,mm,AU_40425,1997110414,2008110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2008-10-31 14:00:00+00:00,1997-11-04 04:00:00+00:00,52633.72116860854
AU_40958,Australia,40958,REDCLIFFE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40958_999999998752738.txt,-27.2169,153.0922,12.6m,94200,10.11,5min,mm,,-999.0,0.03, Changed LST,12.6,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40958.txt,21,mm,AU_40958,2004110101,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-07-31 14:00:00+00:00,2004-10-31 15:00:00+00:00,69791.78368021006
AU_41529,Australia,41529,TOOWOOMBA AIRPORT,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41529_999999998752738.txt,-27.5425,151.9134,640.9m,108416,5.52,5min,mm,,-999.0,0.01, Changed LST,640.9,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41529.txt,21,mm,AU_41529,2002121717,2015050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-04-30 14:00:00+00:00,2002-12-17 07:00:00+00:00,62199.64914230617
AU_40764,Australia,40764,GOLD COAST SEAWAY,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40764_999999998752738.txt,-27.939,153.4283,3m,127241,4.36,5min,mm,,-999.0,0.0, Changed LST,3.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40764.txt,21,mm,AU_40764,2000092408,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-03-31 14:00:00+00:00,2000-09-23 22:00:00+00:00,95020.13616129853
AU_40020,Australia,40020,BLACKBUTT POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40020_999999998752738.txt,-26.8856,152.1044,445m,115297,23.84,5min,mm,,-999.0,0.01, Changed LST,445.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40020.txt,21,mm,AU_40020,2002040600,2015060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-05-31 14:00:00+00:00,2002-04-05 14:00:00+00:00,90885.10026407812
AU_40241,Australia,40241,SAMFORD CSIRO,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40241_999999998752738.txt,-27.3617,152.8861,52.7m,320597,3.03,5min,mm,,-999.0,0.0, Changed LST,52.7,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40241.txt,21,mm,AU_40241,1967060520,2004010100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2003-12-31 14:00:00+00:00,1967-06-05 10:00:00+00:00,43835.44874808577
AU_40135,Australia,40135,MOOGERAH DAM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40135_999999998752738.txt,-28.0302,152.5529,183m,441279,13.76,5min,mm,,-999.0,0.0, Changed LST,183.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40135.txt,21,mm,AU_40135,1964102710,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,1964-10-27 00:00:00+00:00,46806.783478037185
AU_40406,Australia,40406,BEENLEIGH BOWLS CLUB,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40406_999999998752738.txt,-27.7094,153.2014,31m,317729,7.8,5min,mm,,-999.0,0.0, Changed LST,31.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40406.txt,21,mm,AU_40406,1967050308,2003080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2003-07-31 14:00:00+00:00,1967-05-02 22:00:00+00:00,66317.79865435576
AU_40607,Australia,40607,SPRINGBROOK ROAD,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40607_999999998752738.txt,-28.2031,153.2719,681m,111058,28.37,5min,mm,,-999.0,0.0, Changed LST,681.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40607.txt,21,mm,AU_40607,2002073015,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-03-31 14:00:00+00:00,2002-07-30 05:00:00+00:00,97749.37498951647
AU_41044,Australia,41044,HERMITAGE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41044_999999998752738.txt,-28.2061,152.1003,475.4m,430541,9.86,5min,mm,,-999.0,0.0, Changed LST,475.4,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41044.txt,21,mm,AU_41044,1952021820,2001040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2001-03-31 14:00:00+00:00,1952-02-18 10:00:00+00:00,79109.20123436287
AU_40223,Australia,40223,BRISBANE AERO,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40223_999999998752738.txt,-27.4178,153.1142,4m,444869,5.31,5min,mm,,-999.0,0.0, Changed LST,4.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40223.txt,21,mm,AU_40223,1949053120,2000030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2000-02-29 14:00:00+00:00,1949-05-31 10:00:00+00:00,60612.40986833979
AU_40808,Australia,40808,CRESSBROOK DAM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40808_999999998752738.txt,-27.2641,152.1959,295m,175998,48.23,5min,mm,,-999.0,0.0, Changed LST,295.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40808.txt,21,mm,AU_40808,1995050319,2015060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-05-31 14:00:00+00:00,1995-05-03 09:00:00+00:00,51018.55911380888
AU_41018,Australia,41018,CLIFTON POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41018_999999998752738.txt,-27.9317,151.9058,443m,371381,10.14,5min,mm,,-999.0,0.0, Changed LST,443.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41018.txt,21,mm,AU_41018,1972091920,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-01-31 14:00:00+00:00,1972-09-19 10:00:00+00:00,71988.07352146713
AU_40697,Australia,40697,REDCLIFFE COUNCIL,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40697_999999998752738.txt,-27.245,153.1006,25m,135923,25.52,5min,mm,,-999.0,0.0, Changed LST,25.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40697.txt,21,mm,AU_40697,1989053014,2004120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2004-11-30 14:00:00+00:00,1989-05-30 04:00:00+00:00,68567.52590377803
AU_40222,Australia,40222,KALINGA BOWLS CLUB,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40222_999999998752738.txt,-27.4118,153.0457,18m,328280,5.0,5min,mm,,-999.0,0.0, Changed LST,18.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40222.txt,21,mm,AU_40222,1971111817,2009050100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2009-04-30 14:00:00+00:00,1971-11-18 07:00:00+00:00,54580.586192890354
AU_58129,Australia,58129,KUNGHUR (THE JUNCTION),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor58129_999999998752763.txt,-28.4659,153.2631,61m,377995,14.63,5min,mm,,-999.0,0.0, Changed LST,61.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_58129.txt,21,mm,AU_58129,1965101806,2008120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2008-11-30 14:00:00+00:00,1965-10-17 20:00:00+00:00,118776.96318794072
AU_40192,Australia,40192,SPRINGBROOK FORESTRY,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40192_999999998752738.txt,-28.2264,153.2786,806m,335271,7.72,5min,mm,,-999.0,0.0, Changed LST,806.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40192.txt,21,mm,AU_40192,1965100210,2004010100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2003-12-31 14:00:00+00:00,1965-10-02 00:00:00+00:00,99983.28811068216
AU_40991,Australia,40991,ESK WHITE ROCK,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40991_999999998752738.txt,-27.2717,152.4286,161m,60731,28.41,5min,mm,,-999.0,0.2, Changed LST,161.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40991.txt,21,mm,AU_40991,2008022714,2015020100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-01-31 14:00:00+00:00,2008-02-27 04:00:00+00:00,38831.09832003333
AU_40197,Australia,40197,MT TAMBORINE FERN ST,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40197_999999998752738.txt,-27.9695,153.1954,515m,375530,9.24,5min,mm,,-999.0,0.0, Changed LST,515.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40197.txt,21,mm,AU_40197,1972052823,2015040100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-03-31 14:00:00+00:00,1972-05-28 13:00:00+00:00,76089.3617184127
AU_41445,Australia,41445,LESLIE DAM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41445_999999998752738.txt,-28.2144,151.9194,478m,250598,22.79,5min,mm,,-999.0,0.0, Changed LST,478.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41445.txt,21,mm,AU_41445,1986043011,2014120100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2014-11-30 14:00:00+00:00,1986-04-30 01:00:00+00:00,90753.25286462202
AU_58016,Australia,58016,UNUMGAR (SUMMERLAND WAY),B:/INTENSE data/Original data/Australia/RI_5min_NSW.zip/outputFor58016_999999998752763.txt,-28.424,152.7548,195m,128575,22.36,5min,mm,,-999.0,0.01, Changed LST,195.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_58016.txt,21,mm,AU_58016,2000102918,2015070100,Local Standard Time,1hr,0 days 10:00:00,Australia/Sydney,2015-06-30 14:00:00+00:00,2000-10-29 08:00:00+00:00,92885.95661070896
AU_40094,Australia,40094,HARRISVILLE POST OFFICE,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40094_999999998752738.txt,-27.8106,152.6653,61m,390278,6.71,5min,mm,,-999.0,0.0, Changed LST,61.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40094.txt,21,mm,AU_40094,1971012211,2015080100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-07-31 14:00:00+00:00,1971-01-22 01:00:00+00:00,25675.0738579359
AU_41415,Australia,41415,WARAHGAI TM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor41415_999999998752738.txt,-28.2367,151.5347,488m,1547,10.08,5min,mm,,-999.0,0.09, Changed LST,488.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_41415.txt,21,mm,AU_41415,2000082814,2000110100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2000-10-31 14:00:00+00:00,2000-08-28 04:00:00+00:00,120939.19233324405
AU_40082,Australia,40082,UNIVERSITY OF QUEENSLAND GATTON,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40082_999999998752738.txt,-27.5436,152.3375,89m,514877,16.1,5min,mm,,-999.0,0.0, Changed LST,89.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40082.txt,21,mm,AU_40082,1956060420,2015030100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-02-28 14:00:00+00:00,1956-06-04 10:00:00+00:00,21138.052265177488
AU_40480,Australia,40480,PERSEVERANCE DAM,B:/INTENSE data/Original data/Australia/RI_5min_QLD.zip/outputFor40480_999999998752738.txt,-27.2883,152.1239,470m,176077,41.27,5min,mm,,-999.0,0.01, Changed LST,470.0,m,/g/data/ua8/Precipitation/GSDR/aus5min_postqc/AU_40480.txt,21,mm,AU_40480,1995043012,2015060100,Local Standard Time,1hr,0 days 10:00:00,Australia/Brisbane,2015-05-31 14:00:00+00:00,1995-04-30 02:00:00+00:00,54212.23266828753
